DESIGNATION,RA,DEC
rho Aquilae,303.5694999,15.19786218
Rho Arietis,44.11027389,18.02221156
Rho Aurigae,80.45182536,41.80440451
rho Bootis,217.9569377,30.37196933
Rho Capricorni B,307.2148981,-17.81417789
rho Cassiopeiae,358.59593,57.49936804
Rho Centauri,182.912716,-52.36849914
rho Cephei,337.4708228,78.82419405
Rho Ceti,36.48747161,-12.2905178
rho Coronae Borealis,240.260031,33.30007877
rho Cygni,323.4950664,45.5914233
rho Draconis,300.7046486,67.87377633
rho Fornacis,56.98363469,-30.16891125
Rho Geminorum,112.2787898,31.78543545
rho Gruis,340.8749579,-41.4147616
Rho Herculis A,260.9203398,37.14593982
rho Hydrae,132.1081269,5.837681583
rho Leonis,158.2027647,9.30657015
rho Lupi,219.4715781,-49.42595812
rho Octantis,235.8268453,-84.46484833
Rho Ophiuchi,246.3963061,-23.447279
Rho Orionis,78.32285764,2.861255651
rho Pavonis,309.397688,-61.53024201
rho Pegasi,343.8073073,8.816236561
Rho Persei,46.29487463,38.83980897
Rho Phoenicis,12.67205405,-50.98662111
Rho Tauri,68.4626316,14.84431968
rho Telescopii,286.5833849,-52.34142978
Rho Tucanae,10.61878826,-65.46784658
rho Ursae Majoris,135.6359607,67.62969623
rho Virginis,190.4714406,10.23522428
Rho1 Eridani,45.29222778,-7.663325477
Rho2 Eridani,45.67639416,-7.685484956
Rho3 Eridani,46.06912287,-7.600776348
Rigel,78.63446708,-8.201638361
Rigel Kentaurus,219.9020583,-60.83399269
Rotanev,309.3877219,14.59496655
RR Antliae,143.9121983,-39.90351082
RR Arietis,28.96271631,23.57727734
RR Carinae,149.5199133,-58.86115458
RR CrB,235.3593948,38.55724673
RR Eridani,43.05910045,-8.26713294
RR Lyncis,96.60744259,56.28519343
RR Scorpii,254.1576013,-30.58009763
RR Ursae Minoris,224.3950073,65.93259768
RS Andromedae,358.840701,48.63820638
RS Cancri,137.6615987,30.9629861
RS Capricorni,316.8143145,-16.42275535
RS Chameleontis,130.8001877,-79.06997713
RS Delphini,307.2906236,16.27362655
RS Sagittarii,274.4010083,-34.10731125
RST 1435AB,143.0803782,-40.64936616
RST 4819,99.30759656,-36.99059761
RST 5501,73.61668497,-3.225920363
RT Cancri,134.5665938,10.84505542
RT Hydrae,127.4215328,-6.318978372
RT Virginis,195.6584214,5.18557763
RU 321,306.7192178,-37.40341959
RU Cassiopeiae,17.9227544,65.01879817
RU Crateris,177.7768478,-11.20785044
RU Cygni,325.1628058,54.32466278
Ruchbah,21.45661246,60.23506761
Rukbat,290.9717503,-40.61647092
RV Bootis,219.8161709,32.53949241
RV Caeli,67.03934448,-41.9598216
RV Camelopardalis,67.67363087,57.41177289
RV Hydrae,129.9323657,-9.587035855
RW Bootis,220.305661,31.57217265
RW Cephei,335.7792014,55.96321619
RW Virginis,181.8119572,-6.76550496
RX Aquarii,318.1931255,-14.39260327
RX Bootis,216.0485369,25.70350455
RX Crateris,169.4461639,-22.14598224
RX Lacertae,342.4871173,41.05121029
RX Leonis Minoris,160.5469483,31.69691019
RX Leporis,77.84544163,-11.84883097
RX Telescopii,286.7425404,-45.97045771
RY Sagittarii,289.1365763,-33.52231796
RY Ursae Majoris,185.1136732,61.309608
RZ Arietis,43.95203909,18.33157004
RZ Cassiopeiae,42.23132726,69.63445586
S Antliae,143.0761578,-28.62757326
s Car,156.9695873,-58.73939589
S Carinae,152.340346,-61.54866709
S Chamaeleontis,203.2993148,-77.57006729
S Crucis,193.5915747,-58.43063287
S Draconis,250.7328802,54.90363918
S Eridani,74.98241826,-12.53780504
s Eridani,39.95061776,-42.89181763
S Herculis,252.974715,14.9419173
S Leporis,91.43981189,-24.19562687
S Muscae,183.1958097,-70.15179538
S Normae,244.7159519,-57.89980283
S Pavonis,298.8083266,-59.19584429
S Phoenicis,359.7690919,-56.5756854
S Sagittae,299.0052638,16.63476346
S Scuti,282.5835175,-7.907640957
S1* 110,85.17520772,31.92059727
S1* 20,18.52074676,28.52933341
S1* 210,108.7171145,68.80432118
S1* 230,112.0483942,45.99060122
S1* 254,115.5134006,14.20846184
S1* 270,118.2719449,-11.62485288
S1* 277,118.4767153,-60.58360257
S1* 453,218.8646485,-89.77175409
S1* 463,199.1325154,-44.70437556
S1* 468,205.3061659,-71.86810604
S1* 488,223.7372354,-61.07585715
S1* 496,237.6942692,48.48291754
S1* 539,269.2022945,45.35070817
S1* 561,277.6440258,36.24915779
S1* 636,303.6074752,-62.2792328
S1* 637,303.86844,-44.41045906
S1* 670,314.471496,44.78811515
S1* 702,335.6844005,-45.94804349
S1* 718,343.6485153,16.94180028
S1* 8,6.008016193,38.57690151
S1* 84,73.13318319,14.25039825
S1* 98,80.57789911,-8.666138521
Sabik,257.5946815,-15.72447861
Saclateni,75.61958564,41.0757461
Sadachbia,335.4146449,-1.387299332
Sadalmelik,331.4460641,-0.3198974
Sadalsuud,322.8898028,-5.571211108
Sadr,305.5571079,40.25667361
Saiph,86.93912853,-9.669607138
Salm,350.1595354,23.74034393
SAO 114269,100.272632,0.495296874
SAO 121414,242.8741194,9.711972343
SAO 131910,78.67207051,-7.071699999
SAO 132157,82.23710726,-3.307469742
SAO 159402,234.6047162,-19.91363469
SAO 178130,148.2403897,-27.33175035
SAO 61387,139.6077208,35.36398733
SAO 88163,301.2441308,23.21040514
SAO 96294,104.1075725,9.956536243
Sargas,264.3297077,-42.997828
Sarin,258.757857,24.83850639
Sceptrum,69.54473363,-14.30470939
Scheat,345.9435728,28.08278712
SEE 115,144.3025659,-53.66845856
SEE 316AB,255.1122054,-48.64811591
SEE 342,268.347783,-34.89518759
Segin,28.5991885,63.67001835
Seginus,218.0188177,38.30892269
SH 105,140.1208365,-9.555824099
SH 49,74.7475688,14.54321491
Sham,295.024201,18.01380056
Shaula,263.4021667,-37.10382222
Shedir,10.12724198,56.53718879
Sheliak,282.5199907,33.36265039
Sheratan,28.66004579,20.80803147
sig Cas,359.7523131,55.75490952
sig CrB,243.6687872,33.85822643
sig01 Tau,69.78859398,15.79955346
sigma 1 Gruis,339.1223598,-40.58299342
sigma 2 Cancri,134.2355429,32.91013378
sigma 3 Cancri,134.8858305,32.41840485
Sigma Andromedae,4.581543815,36.78503695
Sigma Aquarii,337.6617373,-10.67808703
sigma Aquilae,294.7985302,5.397752188
sigma Arae,263.9148023,-46.50585965
Sigma Arietis,42.87341327,15.08195808
Sigma Aurigae,81.16308634,37.38530042
Sigma Bootis,218.6710377,29.74571193
sigma Capricorni,304.8483749,-19.1185735
sigma Centauri,187.009702,-50.23069651
Sigma Ceti,38.0214809,-15.24517845
sigma Columbae,89.08726705,-31.38240999
sigma Cyg,319.3539689,39.39466369
sigma Fornacis,56.61431948,-29.33814076
Sigma Geminorum,115.8283452,28.88249012
Sigma Herculis,248.5256675,42.4372062
sigma Hydri,28.96289411,-78.34830667
sigma Leonis,170.2837266,6.029267805
sigma Librae,226.0172005,-25.28215906
sigma Lupi,218.1541959,-50.45723372
sigma Octantis,317.2016888,-88.95647856
sigma Ophiuchi,261.6286762,4.140389426
Sigma Orionis,84.68652243,-2.600078661
sigma Pavonis,312.3249274,-68.77674197
sigma Pegasi,343.1026627,9.835859683
Sigma Persei,52.64371529,47.99530065
sigma Phoenicis,356.8167179,-50.22656205
Sigma Piscium,15.70464916,31.80412444
Sigma Sculptoris,15.61055562,-31.55193963
sigma Serpentis,245.5174145,1.029268451
Sigma Virginis,199.4011535,5.469941629
Sigma1 Ursae Majoris,137.0976609,66.87305327
Sigma2 Tauri,69.81913778,15.91788555
Sirius,101.2871553,-16.71611667
Sirrah,2.096916167,29.09043111
Situla,339.4387763,-4.228586494
Skat,343.6623683,-15.82093671
SLR 8,128.0201805,-53.21179087
SOZ 19A,289.214042,47.00040363
Spica,201.2982458,-11.16131944
SPOCS 1002,346.5766418,18.51804186
SPOCS 1003,346.6342116,19.91087588
SPOCS 1005,347.4873621,14.42617376
SPOCS 1008,348.337734,57.16966644
SPOCS 1010,348.5320836,-62.70188869
SPOCS 102,27.73833575,51.93290674
SPOCS 1020,352.8521305,59.1660232
SPOCS 1022,353.3319106,-77.38532855
SPOCS 105,29.28837342,-10.24350298
SPOCS 107,30.03919219,3.095874141
SPOCS 12,4.49712128,-13.45564193
SPOCS 126,34.74269375,-25.94371113
SPOCS 13,4.676323039,-8.053640626
SPOCS 131,39.24409983,-34.57912647
SPOCS 136,40.64179116,-50.7993179
SPOCS 138,41.05222216,49.22805187
SPOCS 14,5.035609547,-64.86961714
SPOCS 148,45.60960165,26.60849033
SPOCS 153,47.27540486,49.61287386
SPOCS 155,48.19434612,-1.196405011
SPOCS 158,49.45525439,-62.57243254
SPOCS 159,49.56622621,-62.50348423
SPOCS 164,50.47011743,49.07062456
SPOCS 172,53.53534931,17.83144865
SPOCS 174,54.21723179,0.399524595
SPOCS 175,54.75458219,-5.627141154
SPOCS 178,55.09501375,-3.217927603
SPOCS 194,59.71809925,-5.470722107
SPOCS 199,61.33523409,22.00832434
SPOCS 209,64.1205346,-59.30290022
SPOCS 2109,14.55944091,33.95056749
SPOCS 215,67.58429604,28.13208453
SPOCS 22,7.736218601,77.01925184
SPOCS 224,70.80738729,24.08883165
SPOCS 227,72.11525326,2.71569294
SPOCS 228,72.15299536,-5.675149746
SPOCS 234,73.04386237,31.16369951
SPOCS 242,75.20661767,-5.758598963
SPOCS 245,76.86503115,18.64513195
SPOCS 246,76.9096155,9.470083031
SPOCS 250,77.74214487,-2.254784162
SPOCS 251,77.83026001,-2.490775222
SPOCS 253,78.32188893,37.33670345
SPOCS 2544,33.65905891,28.69073317
SPOCS 2546,33.94274669,25.7826487
SPOCS 255,79.71210886,-18.12978058
SPOCS 256,79.78833901,40.09609817
SPOCS 2585,49.41633247,31.12678663
SPOCS 2586,49.98235242,27.07080586
SPOCS 2591,54.82110956,13.89105396
SPOCS 2603,60.65376794,-0.270040393
SPOCS 2607,62.06356413,37.72662575
SPOCS 263,82.00400758,33.76277222
SPOCS 2635,74.92799898,41.87326687
SPOCS 2642,79.41764136,-13.52004312
SPOCS 2652,85.7571003,56.58165131
SPOCS 2660,91.11797968,-45.0355091
SPOCS 2663,93.43849958,-23.86144282
SPOCS 2667,97.11647764,16.23818498
SPOCS 2671,97.69602304,58.16112834
SPOCS 2677,101.5565249,79.56212609
SPOCS 2679,102.7077204,-0.54170754
SPOCS 2689,108.9591102,47.23913713
SPOCS 2708,119.0592712,80.26593958
SPOCS 271,84.29954054,-80.46445832
SPOCS 2720,129.7984822,65.021297
SPOCS 2737,142.3849292,-4.246876983
SPOCS 278,86.11823174,-20.12640748
SPOCS 281,86.61690961,-53.21994677
SPOCS 282,86.64512553,1.167566977
SPOCS 2838,188.6761597,-44.67393783
SPOCS 284,87.14585811,-4.095664048
SPOCS 2846,191.2454554,39.27953401
SPOCS 2856,199.2156717,17.0160017
SPOCS 2863,206.6804234,25.70197482
SPOCS 2894,224.0967635,49.62744568
SPOCS 29,10.1146842,-59.45262734
SPOCS 290,89.0160121,13.92276894
SPOCS 2909,237.8079996,35.65583336
SPOCS 292,90.68832407,47.80995288
SPOCS 2949,260.1423164,-19.33438493
SPOCS 295,92.56235755,-74.75398809
SPOCS 2956,265.492591,72.15567296
SPOCS 2972,273.4779331,64.39744308
SPOCS 298,93.71152551,19.155637
SPOCS 299,93.77484652,-71.70251963
SPOCS 3,1.583799065,-49.07536819
SPOCS 301,94.07788103,-59.21490886
SPOCS 302,94.26559632,-22.71638383
SPOCS 305,94.91731985,16.01318319
SPOCS 3088,294.1576428,44.69446773
SPOCS 309,96.10099269,-42.8440635
SPOCS 3092,294.2987619,28.49950269
SPOCS 3106,296.6067884,33.72560571
SPOCS 311,96.18199432,-28.78065704
SPOCS 312,96.32000541,-0.946853346
SPOCS 314,96.79649729,-25.8574606
SPOCS 3151,309.7744181,-4.929445533
SPOCS 3155,314.1976813,-26.29666932
SPOCS 3160,316.6664315,3.803342608
SPOCS 3163,318.8638452,42.02696108
SPOCS 3191,332.9638639,16.04047812
SPOCS 3204,341.3923182,30.44100409
SPOCS 321,101.2164379,-27.34036133
SPOCS 322,101.6847206,43.57815576
SPOCS 3220,347.9540252,26.84679255
SPOCS 3223,349.1770995,53.21242349
SPOCS 326,103.0727843,-5.173728293
SPOCS 327,103.392855,-28.54175769
SPOCS 33,10.29892255,9.354599461
SPOCS 330,103.8275916,25.37580314
SPOCS 337,105.877712,29.33340231
SPOCS 338,105.9881686,-43.60630237
SPOCS 348,111.8540521,-51.40260964
SPOCS 35,11.1653126,-65.65281899
SPOCS 356,117.4384418,-20.20819169
SPOCS 359,119.45012,-60.3025422
SPOCS 367,121.9411787,21.58151184
SPOCS 369,122.6128943,25.50578776
SPOCS 373,123.8550169,-52.06055021
SPOCS 376,124.6010488,-12.63656179
SPOCS 378,125.0159992,27.21602917
SPOCS 379,125.0543403,-0.90969709
SPOCS 386,126.9031418,45.65142647
SPOCS 388,128.2087598,-31.49746298
SPOCS 39,11.36937777,-12.88172209
SPOCS 394,128.8026648,-39.97025853
SPOCS 396,129.3315277,-40.14752548
SPOCS 403,131.2102963,-44.54200121
SPOCS 404,131.9181677,-41.73780643
SPOCS 406,132.6339251,33.28468307
SPOCS 410,133.5729328,-5.434323446
SPOCS 416,137.2117685,33.88170896
SPOCS 427,143.7114037,-12.1303218
SPOCS 430,145.5581252,-23.91440138
SPOCS 431,147.1487999,46.02059693
SPOCS 436,150.2499676,31.92176198
SPOCS 442,152.3799232,-35.85669552
SPOCS 444,153.3510725,-33.03143183
SPOCS 446,154.1166765,28.68205757
SPOCS 449,154.716831,44.04698609
SPOCS 450,155.543297,41.22891638
SPOCS 452,156.0551046,2.367917886
SPOCS 456,157.6551738,55.98039377
SPOCS 458,158.7092459,-3.90041545
SPOCS 477,166.9741804,-30.17515667
SPOCS 496,173.6193151,-32.82768461
SPOCS 498,174.7519965,-24.72216422
SPOCS 505,176.6205206,-40.49856515
SPOCS 508,176.8144959,-30.28752373
SPOCS 509,177.2544171,-0.318657983
SPOCS 516,180.6183705,43.08181247
SPOCS 52,16.94320936,-9.785474564
SPOCS 529,184.8719937,28.15636179
SPOCS 53,16.99924593,1.991103776
SPOCS 530,185.6327414,5.30521598
SPOCS 531,185.6876974,-39.17834194
SPOCS 533,186.6962483,-48.91355266
SPOCS 547,193.3830623,19.48027655
SPOCS 554,198.0111168,-37.80281713
SPOCS 557,198.183367,-31.87471836
SPOCS 559,198.5448304,-19.93023645
SPOCS 560,199.1923005,9.425004654
SPOCS 576,206.7357279,6.349884091
SPOCS 578,207.2265426,-35.70499091
SPOCS 583,208.9569739,14.05654088
SPOCS 585,209.3832814,61.49382239
SPOCS 589,212.1090388,-74.84948901
SPOCS 590,212.8794431,1.362533133
SPOCS 596,214.5042254,-7.543444637
SPOCS 597,214.766173,-59.3826407
SPOCS 599,215.8146803,1.239441353
SPOCS 603,217.4043319,41.79493324
SPOCS 61,18.80055895,-45.53087326
SPOCS 623,223.1361909,-30.57744475
SPOCS 630,224.7183166,-4.989724092
SPOCS 634,226.6460849,36.45625391
SPOCS 635,226.8261796,24.86846415
SPOCS 64,19.2470092,-2.279782539
SPOCS 640,227.6847047,-61.42237639
SPOCS 641,228.178364,19.28734397
SPOCS 642,228.3674782,-25.30968264
SPOCS 647,230.1947603,-2.414100921
SPOCS 650,230.4397757,-48.3188557
SPOCS 655,231.4717041,19.48067684
SPOCS 672,236.8689134,-37.91726302
SPOCS 674,238.1715644,42.45431546
SPOCS 675,238.2997173,13.19413184
SPOCS 683,241.2333681,39.15674358
SPOCS 684,241.7628417,-14.07125451
SPOCS 690,242.6021268,43.81632084
SPOCS 694,243.4175093,-21.39992518
SPOCS 696,243.6667242,33.85717773
SPOCS 698,243.9063361,-8.371641162
SPOCS 7,2.169945372,36.62657221
SPOCS 704,246.0058027,-39.19296557
SPOCS 707,246.1660688,-29.70388385
SPOCS 719,250.6168076,49.93595657
SPOCS 724,251.2489845,6.087012144
SPOCS 73,21.53788529,34.57932714
SPOCS 736,255.7927614,14.51055172
SPOCS 737,256.1164346,-28.58387154
SPOCS 740,257.2269242,-3.88370783
SPOCS 744,259.0894075,-35.7518214
SPOCS 745,259.5302108,-24.07335153
SPOCS 746,259.7726543,-46.63575838
SPOCS 747,259.9983417,-5.918364706
SPOCS 748,260.1655798,32.46311742
SPOCS 75,22.10204677,17.07911231
SPOCS 752,260.7139154,-2.388658134
SPOCS 754,261.2442814,67.30672951
SPOCS 755,261.7591384,-12.51276629
SPOCS 757,263.00284,34.27143059
SPOCS 76,22.14348375,42.2672574
SPOCS 763,266.036155,-51.83490166
SPOCS 772,267.8083289,40.07250652
SPOCS 778,270.2383832,15.0931149
SPOCS 781,271.1801393,40.08428483
SPOCS 784,272.4041048,38.4556957
SPOCS 789,273.8847766,45.2088069
SPOCS 793,275.3250594,-2.901942881
SPOCS 795,276.1382981,-49.65354334
SPOCS 798,276.9561857,-29.81678977
SPOCS 809,279.7221486,-21.05255555
SPOCS 813,281.4154805,20.54481739
SPOCS 817,283.8790656,-16.37745744
SPOCS 827,286.7175457,-37.81229044
SPOCS 829,288.0182156,49.85668879
SPOCS 836,289.9121513,37.329724
SPOCS 839,290.892157,33.22267803
SPOCS 84,23.63392128,68.94864548
SPOCS 840,291.2457766,11.94727112
SPOCS 851,294.3929098,-14.30244971
SPOCS 860,298.0127655,11.62683852
SPOCS 870,300.9093571,29.89446794
SPOCS 873,301.2922005,38.47897312
SPOCS 874,301.3962661,-67.32389294
SPOCS 876,302.1950399,-66.18709128
SPOCS 878,302.802269,-36.10821654
SPOCS 883,303.8286649,-27.03378081
SPOCS 884,304.3858331,66.85501173
SPOCS 889,305.4185112,-50.00053052
SPOCS 893,306.9342722,-30.87016391
SPOCS 896,308.1001251,-9.852896021
SPOCS 90,24.90146412,45.87676073
SPOCS 901,309.966471,11.25003591
SPOCS 902,310.0138189,-60.55142507
SPOCS 903,310.0514064,-23.77181575
SPOCS 905,310.1886476,19.9369238
SPOCS 91,24.95131742,-56.19325138
SPOCS 911,313.2735205,-11.57345779
SPOCS 914,314.4137587,-44.13370526
SPOCS 916,315.1412211,-4.730873758
SPOCS 934,323.6416176,22.75428398
SPOCS 94,25.62339159,-53.74129985
SPOCS 941,325.7603125,-43.49637531
SPOCS 943,327.0667117,-47.30492965
SPOCS 949,329.7290956,-4.374234398
SPOCS 95,25.62258569,20.26551918
SPOCS 952,330.6372542,-32.13364116
SPOCS 960,332.3748237,-7.550658877
SPOCS 961,332.5388452,-32.54834855
SPOCS 962,332.5796893,19.61592335
SPOCS 964,332.9551183,56.83993043
SPOCS 966,333.6592276,-15.82011726
SPOCS 967,333.6644325,-41.3851785
SPOCS 97,26.23240114,20.08268276
SPOCS 972,336.4641325,-75.01563081
SPOCS 982,340.653728,-47.21228469
SPOCS 984,341.6743104,12.1706941
SPOCS 987,343.4095161,-48.59864449
SPOCS 989,343.6639455,-70.07338567
SPOCS 99,26.94267663,63.85140779
SPOCS 990,344.3675708,20.76910435
SPOCS 992,344.5647234,-2.395451075
SS Cephei,57.37493402,80.32252651
SS Leporis,91.24634512,-16.48445226
SS Sextantis,155.8600995,-4.074014554
ST Pegasi,342.2689387,27.35802046
ST Ursae Majoris,171.959851,45.185137
STF 1441AB,157.7447003,-7.637557208
STF 1825,214.1362062,20.12142475
STF 2054,245.946205,61.69662025
STF 2054B,245.9461971,61.69685842
STF 2289,272.5363508,16.47653493
STF 2666AB,304.5291013,40.73205345
STF 2735,313.91976,4.53277073
STF 2751,315.5375887,56.66961855
STF 2950AB,342.8451766,61.6969322
STF 460,62.51136637,80.69863562
STF 652,77.93895663,1.036968005
STFB 7A,176.9957063,20.21891463
StKM 2-1422,298.5733335,-23.9428973
StM 148,166.9153401,-12.5860427
Struve 1694 B,192.276861,83.4179203
STT 279AB,213.4560089,11.99762158
STT 505AB,356.3723197,20.41539086
STT 80,65.89935512,42.42772519
STT 88AB,74.31427931,61.75312485
SU Cassiopeiae,42.99483489,68.88846571
SU Eridani,57.86260945,-1.371246222
SU Leonis Minoris,143.5557963,36.39745705
SU Persei,35.52872229,56.60413142
SU Sagittarii,285.9322012,-22.71206659
SU Velorum,147.5105811,-42.02038747
Sualocin,309.9098293,15.91202377
Subra,145.2869906,9.892141952
Suhail,136.9989911,-43.43259091
Sulafat,284.7359116,32.68956325
SV Cassiopeiae,354.7559418,52.26245634
SV Corvi,192.4458772,-15.07892845
SV Crateris,169.2423685,-7.134648458
SV Lyncis,120.9163618,36.34482058
SV Pegasi,331.4254096,35.34845876
SW Columbae,80.85025566,-39.67839007
SW Pictoris,90.53904322,-60.09679332
SW Virginis,198.5181064,-2.80699305
SX Arietis,48.0594183,27.25688694
SX Columbae,97.89562085,-36.93970694
SX Monocerotis,102.9888489,4.76457342
SX Pavonis,322.1882262,-69.50558995
SY Crateris,168.9156846,-12.59261917
SY Ursae Majoris,148.929144,49.8199314
SY Velorum,138.1070557,-43.77734475
Syrma,214.0034989,-6.002390926
SZ Columbae,77.19591577,-34.51694318
SZ Draconis,287.5097762,66.10291391
SZ Tauri,69.31155293,18.54301201
T Carinae,163.8214411,-60.51662141
T Cassiopeiae,5.809620449,55.79253115
T Centauri,205.4397,-33.59736283
T Cephei,317.3818952,68.49069787
T Ceti,5.443096574,-20.05807632
T Crucis,185.3379293,-62.28163515
T Cygni,311.7950149,34.37415729
T Indi,320.0395192,-45.02187615
T Lyrae,278.0836226,36.99876718
T Microscopii,306.9799224,-28.26099921
T Monocerotis,96.30416911,7.085697273
T Puppis,117.0355965,-40.65249836
t Puppis,104.6044798,-34.11168696
t Velorum,158.2367643,-47.00332686
T Vulpeculae,312.8676771,28.25048194
Tabit,72.46212402,6.961331009
Taiyi,193.8689132,65.43834031
Taleban,102.4842666,-50.61484788
Tania Australis,155.581761,41.49966386
Tania Borealis,154.2731519,42.91419398
Tarazed,296.5649857,10.6132527
Tarf,124.1286318,9.185323936
tau 1 Aquarii,341.9283454,-14.05646837
tau 1 Lupi,216.5341824,-45.2214876
tau 2 Aquarii,342.3978595,-13.59280014
tau 2 Hydri,26.94167617,-80.17656401
